Filename,Extracted Values
X8Y4V20P,"{""Current Assets"": ""23186"", ""Creditors: amounts falling due within one year"": ""-7558"", ""Net current assets (liabilities)"": ""15628"", ""Total assets less current liabilities"": ""15628"", ""Total net assets (liabilities)"": ""15628"", ""Capital and reserves"": ""15628""}"
X8Y4V357,"{""Called up share capital not paid"": ""-"", ""Current Assets"": ""19894"", ""Creditors: amounts falling due within one year"": ""-9019"", ""Net current assets (liabilities)"": ""10875"", ""Total assets less current liabilities"": ""10875"", ""Total net assets (liabilities)"": ""10875""}"
X8Y4V3VF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V4OJ,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4V4PZ,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""10000 Ordinary Shares of &#163 0"": ""nan"", ""Total Shareholder funds"": ""100""}"
X8Y4V5QG,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4V6A3,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V6N5,"{""Fixed Assets"": ""12000"", ""Current Assets"": ""12901"", ""Creditors: amounts falling due within one year"": ""-24646"", ""Net current assets (liabilities)"": ""-11745"", ""Total assets less current liabilities"": ""255"", ""Total net assets (liabilities)"": ""255""}"
X8Y4V6QP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V8QX,"{""Called up share capital not paid"": ""1"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 ordinary Shares 1 of &#163 each"": ""2""}"
X8Y4V99N,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4VBTE,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VCSX,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VEBL,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4VEGH,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VEGP,"{""Fixed Assets"": ""10824"", ""Current Assets"": ""4825"", ""Creditors: amounts falling due within one year"": ""-5141"", ""Net current assets (liabilities)"": ""-316"", ""Total assets less current liabilities"": ""10508"", ""Creditors: amounts falling due after more than one year"": ""-8486""}"
X8Y4VFQQ,"{""Fixed Assets"": ""6000"", ""Current Assets"": ""4000"", ""Creditors: amounts falling due within one year"": ""-2000"", ""Net current assets (liabilities)"": ""2000"", ""Total assets less current liabilities"": ""8000"", ""Creditors: amounts falling due after more than one year"": ""-7000""}"
X8Y4VG20,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VGOP,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4VH6B,"{""Current Assets"": ""1132"", ""Net current assets (liabilities)"": ""1132"", ""Total assets less current liabilities"": ""1132"", ""Creditors: amounts falling due after more than one year"": ""-5000"", ""Total net assets (liabilities)"": ""-3868"", ""Capital and reserves"": ""-3868""}"
X8Y4VHCY,"{""Fixed Assets"": ""1391"", ""Current Assets"": ""917"", ""Creditors: amounts falling due within one year"": ""-2164"", ""Net current assets (liabilities)"": ""-1247"", ""Total assets less current liabilities"": ""144"", ""Total net assets (liabilities)"": ""144""}"
X8Y4VHOG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VIGO,"{""Fixed Assets"": ""2342"", ""Current Assets"": ""1109"", ""Creditors: amounts falling due within one year"": ""-1628"", ""Net current assets (liabilities)"": ""-519"", ""Total assets less current liabilities"": ""1823"", ""Accruals and deferred income"": ""-1400""}"
X8Y4VIS3,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""nan"", ""1000 Ordinary Shares 1 of &#163 each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4VJ5T,"{""Called up share capital not paid"": ""6"", ""Net assets"": ""6"", ""Tssued share capital"": ""nan"", ""6 Ordinary Shares 1 of &#163 each"": ""6"", ""Total Shareholder funds"": ""6""}"
X8Y4VJF3,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan""}"
X8Y4VL1F,"{""2019"": ""nan"", ""Notes"": ""nan"", ""CURRENT ASSETS"": ""nan"", ""Debtors"": ""nan"", ""10"": ""nan"", ""NET CURRENT ASSETS"": ""nan"", ""TOTAL ASSETS LESS CURRENT LIABILITIES"": ""nan""}"
X8Y4VLLC,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4VMKJ,"{""Fixed Assets"": ""-"", ""Current Assets"": ""-"", ""Creditors: amounts falling due within one year"": ""-6000"", ""Net current assets (liabilities)"": ""-6000"", ""Total assets less current liabilities"": ""-6000"", ""Total net assets (liabilities)"": ""-6000""}"
X8Y4VNMA,"{""Fixed Assets"": ""8792"", ""Current Assets"": ""24563"", ""Creditors: amounts falling due within one year"": ""-31912"", ""Net current assets (liabilities)"": ""-7349"", ""Total assets less current liabilities"": ""1443""}"
X8Y4VOB7,"{""Called up share capital not paid"": ""50000"", ""Net assets"": ""50000"", ""Tssued share capital"": ""nan"", ""50000 Ordinary Shares 1 of &#163 each"": ""50000"", ""Total Shareholder funds"": ""50000""}"
X8Y4VOCB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VOS8,"{""Current Assets"": ""1"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4VPEP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VQ55,"{""Fixed Assets"": ""456450"", ""Creditors: amounts falling due within one year"": ""-54659"", ""Net current assets (liabilities)"": ""-54659"", ""Total assets less current liabilities"": ""401791""}"
X8Y4VR7S,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VRIA,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""306650"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan""}"
X8Y4VS77,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1""}"
X8Y4VSM1,"{""Fixed Assets"": ""1438"", ""Current Assets"": ""25471"", ""Creditors: amounts falling due within one year"": ""-17491"", ""Net current assets (liabilities)"": ""7980"", ""Total assets less current liabilities"": ""9418"", ""Total net assets (liabilities)"": ""9418""}"
X8Y4VSM9,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4VTL4,"{""Current Assets"": ""10582"", ""Creditors: amounts falling due within one year"": ""-10579"", ""Net current assets (liabilities)"": ""3"", ""Total assets less current liabilities"": ""3"", ""Total net assets (liabilities)"": ""3"", ""Reserves"": ""3""}"
X8Y4VTZ6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""4"", ""Net assets"": ""4"", ""Issued share capital"": ""nan"", ""4 ordinary Shares 1 of &#163 each"": ""4"", ""Total Shareholder funds"": ""4""}"
X8Y4W2I3,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4W2YH,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1000 Ordinary Shares of &#163 0001 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W2YW,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4W3ZF,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan""}"
X8Y4W423,"{""Fixed Assets"": ""290"", ""Current Assets"": ""2090"", ""Creditors: amounts falling due within one year"": ""-568"", ""Net current assets (liabilities)"": ""1522"", ""Total assets less current liabilities"": ""1812"", ""Accruals and deferred income"": ""-780""}"
X8Y4W4EP,"{""Fixed Assets"": ""38260"", ""Current Assets"": ""6200"", ""Net current assets (liabilities)"": ""6200"", ""Total assets less current liabilities"": ""44460""}"
X8Y4W6ER,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W7RS,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W7ZV,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W876,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W8G9,"{""Called up share capital not paid"": ""16"", ""Net assets"": ""16"", ""Tssued share capital"": ""nan"", ""16 Ordinary Shares of &#163 | each"": ""16"", ""Total Shareholder funds"": ""16""}"
X8Y4W91U,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4WAVC,"{""Current Assets"": ""4387"", ""Creditors: amounts falling due within one year"": ""-350"", ""Net current assets (liabilities)"": ""4037"", ""Total assets less current liabilities"": ""4037"", ""Creditors: amounts falling due after more than one year"": ""-35600"", ""Total net assets (liabilities)"": ""-31563""}"
X8Y4WB00,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4WDTE,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4WDW9,"{""Fixed Assets"": ""-"", ""Current Assets"": ""100"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""100"", ""Total assets less current liabilities"": ""100"", ""Accruals and deferred income"": ""0""}"
X8Y4WFEP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4WFMO,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 ORDINARY Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4WHBC,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8Y4WHHN,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4WJGP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4WJNS,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current assets"": ""nan""}"
X8Y4SMXM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SNUY,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SNXT,"{""Fixed Assets"": ""-"", ""Current Assets"": ""25982"", ""Creditors: amounts falling due within one year"": ""-25637"", ""Net current assets (liabilities)"": ""345"", ""Total assets less current liabilities"": ""345"", ""Total net assets (liabilities)"": ""345""}"
X8Y4SOZS,"{""Current Assets"": ""100"", ""Net current assets (liabilities)"": ""100"", ""Total assets less current liabilities"": ""100"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4SP1S,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within one"": ""nan"", ""year"": ""nan"", ""Net current (liabilities)/assets"": ""nan"", ""Total assets less current liabilities"": ""nan""}"
X8Y4SP8R,"{""Current Assets"": ""34045"", ""Creditors: amounts falling due within one year"": ""-32070"", ""Net current assets (liabilities)"": ""1975"", ""Total assets less current liabilities"": ""1975"", ""Total net assets (liabilities)"": ""1975"", ""Capital and reserves"": ""1975""}"
X8Y4SP28,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SPSO,"{""Current Assets"": ""42530"", ""Creditors: amounts falling due within one year"": ""-30180"", ""Net current assets (liabilities)"": ""12350"", ""Total assets less current liabilities"": ""12350"", ""Accruals and deferred income"": ""-1840"", ""Total net assets (liabilities)"": ""10510""}"
X8Y4SR0I,"{""Current Assets"": ""3514"", ""Creditors: amounts falling due within one year"": ""-10516"", ""Net current assets (liabilities)"": ""-7002"", ""Total assets less current liabilities"": ""-7002"", ""Total net assets (liabilities)"": ""-7002"", ""Capital and reserves"": ""-7002""}"
X8Y4SRG8,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""96"", ""Net assets"": ""96"", ""Issued share capital"": ""nan"", ""96 Ordinary Shares 1 of &#163 each"": ""96"", ""Total Shareholder funds"": ""96""}"
X8Y4STP4,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within one year"": ""nan"", ""Net current (liabilities)/assets"": ""nan"", ""Net (liabilitiesłassets"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4STUZ,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Creditors: amounts falling due within"": ""nan"", ""one year"": ""nan"", ""Net current liabilities"": ""nan""}"
X8Y4SWO1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SWQ1,"{""Called up share capital not paid"": ""nan"", ""Net assets"": ""nan"", ""Tssued share capital"": ""nan"", ""1 100"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4SWQH,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SXX7,"{""Current Assets"": ""8278"", ""Prepayments and accrued income"": ""1"", ""Creditors: amounts falling due within one year"": ""-8212"", ""Net current assets (liabilities)"": ""67"", ""Total assets less current liabilities"": ""67"", ""Total net assets (liabilities)"": ""67""}"
X8Y4SXZU,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SYH4,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SZ5L,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SZOY,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4T0LT,"{""Current Assets"": ""228"", ""Creditors: amounts falling due within one year"": ""199"", ""Net current assets (liabilities)"": ""29"", ""Total assets less current liabilities"": ""29"", ""Total net assets (liabilities)"": ""29"", ""Capital and reserves"": ""29""}"
X8Y4T1Q0,"{""Called up share capital not paid"": ""nan"", ""Net assets"": ""nan"", ""Tssued share capital"": ""nan"", ""1000 A Ordinary Shares 1 of &#163 each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4T2MJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T2OB,"{""2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Net current assets"": ""nan"", ""Total assets less current liabilities"": ""nan"", ""Net assets"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4T3KA,"{""Fixed Assets"": ""49314"", ""Current Assets"": ""14303"", ""Net current assets (liabilities)"": ""14303"", ""Total assets less current liabilities"": ""63617"", ""Creditors: amounts falling due after more than one"": ""nan"", ""(21478)"": ""(11""}"
X8Y4T6GG,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T6RU,"{""Fixed Assets"": ""325705"", ""Current Assets"": ""209051"", ""Creditors: amounts falling due within one year"": ""-281290"", ""Net current assets (liabilities)"": ""-72239"", ""Total assets less current liabilities"": ""253466"", ""Total net assets (liabilities)"": ""253466""}"
X8Y4T6W9,"{""Fixed Assets"": ""2844"", ""Current Assets"": ""11230"", ""Creditors: amounts falling due within one year"": ""-13192"", ""Net current assets (liabilities)"": ""-1962"", ""Total assets less current liabilities"": ""882"", ""Total net assets (liabilities)"": ""882""}"
X8Y4T8NS,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4T8P4,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T8PC,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""100 ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4T9BL,"{""Fixed Assets"": ""50398"", ""Current Assets"": ""145751"", ""Creditors: amounts falling due within one year"": ""-120686"", ""Net current assets (liabilities)"": ""25065"", ""Total assets less current liabilities"": ""75463""}"
X8Y4T68H,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1""}"
X8Y4T78O,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T788,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TAXD,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TBSP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TCB6,"{""Registered number: 11527343"": ""nan"", ""31 August 2019"": ""nan"", ""&#163"": ""nan"", ""Current assets"": ""nan"", ""Creditors: Amounts Falling Due Within One Year"": ""nan"", ""NET CURRENT ASSETS"": ""nan"", ""TOTAL ASSETS LESS CURRENT LIABILITIES"": ""nan""}"
X8Y4TCWB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""0"", ""Net assets"": ""0"", ""Issued share capital"": ""nan"", ""1 Ordinary Share of &#163 0"": ""nan"", ""Total Shareholder funds"": ""0""}"
X8Y4TD22,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2z""}"
X8Y4TDK0,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TDOJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""1 ORDINARY Share of &#163 | each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TFAZ,"{""Current Assets"": ""1631"", ""Creditors: amounts falling due within one year"": ""-984"", ""Net current assets (liabilities)"": ""647"", ""Total assets less current liabilities"": ""647"", ""Creditors: amounts falling due after more than one year"": ""-"", ""Total net assets (liabilities)"": ""647""}"
X8Y4TG1N,"{""2020"": ""nan"", ""&#163"": ""nan"", ""Fixed assets"": ""nan"", ""Current assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""17324"": ""nan""}"
X8Y4TGZ6,"{""Current Assets"": ""21293"", ""Creditors: amounts falling due within one year"": ""-7897"", ""Net current assets (liabilities)"": ""13396"", ""Total assets less current liabilities"": ""13396"", ""Total net assets (liabilities)"": ""13396"", ""Capital and reserves"": ""13396""}"
X8Y4THD4,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""2 Ordinary Shares 1 of &#163 each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TJ1O,"{""Called up share capital not paid"": ""63"", ""Net assets"": ""63"", ""Tssued share capital"": ""nan"", ""63 Ordinary Shares of &#163 | each"": ""63"", ""Total Shareholder funds"": ""63""}"
X8Y4TJ1S,"{""Current Assets"": ""31263"", ""Creditors: amounts falling due within one year"": ""-24054"", ""Net current assets (liabilities)"": ""7209"", ""Total assets less current liabilities"": ""7209"", ""Total net assets (liabilities)"": ""7209"", ""Capital and reserves"": ""7209""}"
X8Y4TKGH,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares 1 of &#163 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TKLK,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""100 Ordinary Shares of &#163 | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TKPN,"{""Current Assets"": ""2124"", ""Creditors: amounts falling due within one year"": ""-250"", ""Net current assets (liabilities)"": ""1874"", ""Total assets less current liabilities"": ""1874""}"
X8Y4TLIR,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""320"", ""Prepayments and accrued income"": ""135"", ""Net current assets (liabilities)"": ""455"", ""Total assets less current liabilities"": ""456"", ""Total net assets (liabilities)"": ""456""}"
X8Y4TOYI,"{""Fixed Assets"": ""53"", ""Current Assets"": ""3405"", ""Creditors: amounts falling due within one year"": ""-360"", ""Net current assets (liabilities)"": ""3045"", ""Total assets less current liabilities"": ""3098"", ""Total net assets (liabilities)"": ""3098""}"
X8Y4TQB7,"{""Fixed Assets"": ""33943"", ""Current Assets"": ""201078"", ""Creditors: amounts falling due within one year"": ""-59142"", ""Net current assets (liabilities)"": ""141936"", ""Total assets less current liabilities"": ""175879"", ""Total net assets (liabilities)"": ""175879""}"
X8Y4TQBN,"{""Called up share capital not paid"": ""300"", ""Net assets"": ""300"", ""Tssued share capital"": ""nan"", ""300 Ordinary Shares 1 of &#163 each"": ""300"", ""Total Shareholder funds"": ""300""}"
X8Y4TU43,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100""}"
X8XZIBOZ,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""23000"", ""Current Assets"": ""15474"", ""Creditors: amounts falling due within one year"": ""-35344"", ""Net current assets (liabilities)"": ""-19870"", ""Total assets less current liabilities"": ""3131""}"
X8XZINW9,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""1 Ordinary Share 1 of &#163 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QNJE,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""675"", ""Current Assets"": ""4403"", ""Prepayments and accrued income"": ""-"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""4403""}"
